Classification - Australian and New Zealand Standard Industrial Classification (ANZSIC) 2006;;;;;;;;;;,,,
Level 1;;;;;;;;;;,,,
;G42;Other Store-Based Retailing;;;;;;;;,,,
;;G421;Furniture, Floor Coverings, Houseware and Textile Goods Retailing;;;;;;;,
;;;G421100;Furniture Retailing;;;;;;,,,
;;;G421200;Floor Coverings Retailing;;;;;;,,,
;;;G421300;Houseware Retailing;;;;;;,,,
;;;G421400;Manchester and Other Textile Goods Retailing;;;;;;,,,
;;G422;Electrical and Electronic Goods Retailing;;;;;;;,,,
;;;G422100;Electrical, Electronic and Gas Appliance Retailing;;;;;;,,
;;;G422200;Computer and Computer Peripherals Retailing;;;;;;,,,
;;;G422900;Other Electrical and Electronic Goods Retailing;;;;;;,,,
;;G423;Hardware, Building and Garden Supplies Retailing;;;;;;;,,
;;;G423100;Hardware and Building Supplies Retailing;;;;;;,,,
;;;G423200;Garden Supplies Retailing;;;;;;,,,
;;G424;Recreational Goods Retailing;;;;;;;,,,
;;;G424100;Sport and Camping Equipment Retailing;;;;;;,,,
;;;G424200;Entertainment Media Retailing;;;;;;,,,
;;;G424300;Toy and Game Retailing;;;;;;,,,
;;;G424400;Newspaper and Book Retailing;;;;;;,,,
;;;G424500;Marine Equipment Retailing;;;;;;,,,
;;G425;Clothing, Footwear and Personal Accessories Retailing;;;;;;;,,
;;;G425100;Clothing Retailing;;;;;;,,,
;;;G425200;Footwear Retailing;;;;;;,,,
;;;G425300;Watch and Jewellery Retailing;;;;;;,,,
;;;G425900;Other Personal Accessories Retailing;;;;;;,,,
;;G426;Department Stores;;;;;;;,,,
;;;G426000;Department Stores;;;;;;,,,
;;G427;Pharmaceutical and Other Store-Based Retailing;;;;;;;,,,
;;;G427100;Pharmaceutical, Cosmetic and Toiletry Goods Retailing;;;;;;,,
;;;G427200;Stationery Goods Retailing;;;;;;,,,
;;;G427300;Antique and Used Goods Retailing;;;;;;,,,
;;;G427400;Flower Retailing;;;;;;,,,
;;;G427900;Other Store-Based Retailing n.e.c.;;;;;;,,,
;G43;Non Store Retailing and Retail Commission Based Buying and/or Selling;;;;;;;;,,,
;;G431;Non Store Retailing;;;;;;;,,,
;;;G431000;Non Store Retailing;;;;;;,,,
;;G432;Retail Commission Based Buying and/or Selling;;;;;;;,,,
;;;G432000;Retail Commission Based Buying and/or Selling;;;;;;,,,
H;Accommodation and Food Services;;;;;;;;;,,,
;H44;Accommodation;;;;;;;;,,,
;;H440;Accommodation;;;;;;;,,,
;;;H440000;Accommodation;;;;;;,,,
;H45;Food and Beverage Services;;;;;;;;,,,
;;H451;Cafes, Restaurants and Takeaway Food Services;;;;;;;,,
;;;H451100;Cafes and Restaurants;;;;;;,,,
;;;H451200;Takeaway Food Services;;;;;;,,,
;;;H451300;Catering Services;;;;;;,,,
;;H452;Pubs, Taverns and Bars;;;;;;;,,
;;;H452000;Pubs, Taverns and Bars;;;;;;,,
;;H453;Clubs (Hospitality);;;;;;;,,,
;;;H453000;Clubs (Hospitality);;;;;;,,,
I;Transport, Postal and Warehousing;;;;;;;;;,,
;I46;Road Transport;;;;;;;;,,,
;;I461;Road Freight Transport;;;;;;;,,,
;;;I461000;Road Freight Transport;;;;;;,,,
;;I462;Road Passenger Transport;;;;;;;,,,
;;;I462100;Interurban and Rural Bus Transport;;;;;;,,,
;;;I462200;Urban Bus Transport (Including Tramway);;;;;;,,,
;;;I462300;Taxi and Other Road Transport;;;;;;,,,
;I47;Rail Transport;;;;;;;;,,,
;;I471;Rail Freight Transport;;;;;;;,,,
;;;I471000;Rail Freight Transport;;;;;;,,,
;;I472;Rail Passenger Transport;;;;;;;,,,
;;;I472000;Rail Passenger Transport;;;;;;,,,
;I48;Water Transport;;;;;;;;,,,
;;I481;Water Freight Transport;;;;;;;,,,
;;;I481000;Water Freight Transport;;;;;;,,,
;;I482;Water Passenger Transport;;;;;;;,,,
;;;I482000;Water Passenger Transport;;;;;;,,,
;I49;Air and Space Transport;;;;;;;;,,,
;;I490;Air and Space Transport;;;;;;;,,,
;;;I490000;Air and Space Transport;;;;;;,,,
;I50;Other Transport;;;;;;;;,,,
;;I501;Scenic and Sightseeing Transport;;;;;;;,,,
;;;I501000;Scenic and Sightseeing Transport;;;;;;,,,
;;I502;Pipeline and Other Transport;;;;;;;,,,
;;;I502100;Pipeline Transport;;;;;;,,,
;;;I502900;Other Transport n.e.c.;;;;;;,,,
;I51;Postal and Courier Pick-up and Delivery Services;;;;;;;;,,,
;;I510;Postal and Courier Pick-up and Delivery Services;;;;;;;,,,
;;;I510100;Postal Services;;;;;;,,,
;;;I510200;Courier Pick-up and Delivery Services;;;;;;,,,
;I52;Transport Support Services;;;;;;;;,,,
;;I521;Water Transport Support Services;;;;;;;,,,
;;;I521100;Stevedoring Services;;;;;;,,,
;;;I521200;Port and Water Transport Terminal Operations;;;;;;,,,
;;;I521900;Other Water Transport Support Services;;;;;;,,,
;;I522;Air Transport Support Services;;;;;;;,,,
;;;I522000;Airport Operations and Other Air Transport Support Services;;;;;;,,,
;;I529;Other Transport Support Services;;;;;;;,,,
;;;I529100;Customs Agency Services;;;;;;,,,
;;;I529200;Freight Forwarding Services;;;;;;,,,
;;;I529900;Other Transport Support Services n.e.c;;;;;;,,,
;I53;Warehousing and Storage Services;;;;;;;;,,,
;;I530;Warehousing and Storage Services;;;;;;;,,,
;;;I530100;Grain Storage Services;;;;;;,,,
;;;I530900;Other Warehousing and Storage Services;;;;;;,,,
J;Information Media and Telecommunications;;;;;;;;;,,,
;J54;Publishing (except Internet and Music Publishing);;;;;;;;,,,
;;J541;Newspaper, Periodical, Book and Directory Publishing;;;;;;;,
;;;J541100;Newspaper Publishing;;;;;;,,,
;;;J541200;Magazine and Other Periodical Publishing;;;;;;,,,
;;;J541300;Book Publishing;;;;;;,,,
;;;J541400;Directory and Mailing List Publishing;;;;;;,,,
;;;J541900;Other Publishing (except Software, Music and Internet);;;;;;,,
;;J542;Software Publishing;;;;;;;,,,
;;;J542000;Software Publishing;;;;;;,,,
;J55;Motion Picture and Sound Recording Activities;;;;;;;;,,,
;;J551;Motion Picture and Video Activities;;;;;;;,,,
;;;J551100;Motion Picture and Video Production;;;;;;,,,
;;;J551200;Motion Picture and Video Distribution;;;;;;,,,
;;;J551300;Motion Picture Exhibition;;;;;;,,,
;;;J551400;Postproduction Services and Other Motion Picture and Video Activities;;;;;;,,,
;;J552;Sound Recording and Music Publishing;;;;;;;,,,
;;;J552100;Music Publishing;;;;;;,,,
;;;J552200;Music and Other Sound Recording Activities;;;;;;,,,
;J56;Broadcasting (except Internet);;;;;;;;,,,
;;J561;Radio Broadcasting;;;;;;;,,,
;;;J561000;Radio Broadcasting;;;;;;,,,
;;J562;Television Broadcasting;;;;;;;,,,
;;;J562100;Free-to-Air Television Broadcasting;;;;;;,,,
;;;J562200;Cable and Other Subscription Programming;;;;;;,,,
;J57;Internet Publishing and Broadcasting;;;;;;;;,,,
;;J570;Internet Publishing and Broadcasting;;;;;;;,,,
;;;J570000;Internet Publishing and Broadcasting;;;;;;,,,
;J58;Telecommunications Services;;;;;;;;,,,
;;J580;Telecommunications Services;;;;;;;,,,
;;;J580100;Wired Telecommunications Network Operation;;;;;;,,,
;;;J580200;Other Telecommunications Network Operation;;;;;;,,,
;;;J580900;Other Telecommunications Services;;;;;;,,,
;J59;Internet Service Providers, Web Search Portals and Data Processing Services;;;;;;;;,,
;;J591;Internet Service Providers and Web Search Portals;;;;;;;,,,
;;;J591000;Internet Access Services;;;;;;,,,
;;J592;Data Processing, Web Hosting and Electronic Information Storage Services;;;;;;;,,
;;;J592100;Data Processing and Web Hosting Services;;;;;;,,,
;;;J592200;Electronic Information Storage Services;;;;;;,,,
;J60;Library and Other Information Services;;;;;;;;,,,
;;J601;Libraries and Archives;;;;;;;,,,
;;;J601000;Libraries and Archives;;;;;;,,,
;;J602;Other Information Services;;;;;;;,,,
;;;J602000;Other Information Services;;;;;;,,,
K;Financial and Insurance Services;;;;;;;;;,,,
;K62;Finance;;;;;;;;,,,
;;K621;Central Banking;;;;;;;,,,
;;;K621000;Central Banking;;;;;;,,,
;;K622;Depository Financial Intermediation;;;;;;;,,,
;;;K622100;Banking;;;;;;,,,
;;;K622200;Building Society Operation;;;;;;,,,
;;;K622300;Credit Union Operation;;;;;;,,,
;;;K622900;Other Depository Financial Intermediation;;;;;;,,,
;;K623;Non-depository Financing;;;;;;;,,,
;;;K623000;Non-depository Financing;;;;;;,,,
;;K624;Financial Asset Investing;;;;;;;,,,
;;;K624000;Financial Asset Investing;;;;;;,,,
;K63;Insurance and Superannuation Funds;;;;;;;;,,,
;;K631;Life Insurance;;;;;;;,,,
;;;K631000;Life Insurance;;;;;;,,,
;;K632;Health and General Insurance;;;;;;;,,,
;;;K632100;Health Insurance;;;;;;,,,
;;;K632200;General Insurance;;;;;;,,,
;;K633;Superannuation Funds;;;;;;;,,,
;;;K633000;Superannuation Funds;;;;;;,,,
;K64;Auxiliary Finance and Insurance Services;;;;;;;;,,,
;;K641;Auxiliary Finance and Investment Services;;;;;;;,,,
;;;K641100;Financial Asset Broking Services;;;;;;,,,
;;;K641900;Other Auxiliary Finance and Investment Services;;;;;;,,,
;;K642;Auxiliary Insurance Services;;;;;;;,,,
;;;K642000;Auxiliary Insurance Services;;;;;;,,,
L;Rental, Hiring and Real Estate Services;;;;;;;;;,,
;L66;Rental and Hiring Services (except Real Estate);;;;;;;;,,,
;;L661;Motor Vehicle and Transport Equipment Rental and Hiring;;;;;;;,,,
;;;L661100;Passenger Car Rental and Hiring;;;;;;,,,
;;;L661900;Other Motor Vehicle and Transport Equipment Rental and Hiring;;;;;;,,,
;;L662;Farm Animals and Bloodstock Leasing;;;;;;;,,,
;;;L662000;Farm Animals and Bloodstock Leasing;;;;;;,,,
;;L663;Other Goods and Equipment Rental and Hiring;;;;;;;,,,
;;;L663100;Heavy Machinery and Scaffolding Rental and Hiring;;;;;;,,,
;;;L663200;Video and Other Electronic Media Rental;;;;;;,,,
;;;L663900;Other Goods and Equipment Rental and Hiring n.e.c.;;;;;;,,,
;;L664;Non-Financial Intangible Assets (except Copyrights) Leasing;;;;;;;,,,
;;;L664000;Non-Financial Intangible Assets (except Copyrights) Leasing;;;;;;,,,
;L67;Property Operators and Real Estate Services;;;;;;;;,,,
;;L671;Property Operators;;;;;;;,,,
;;;L671100;Residential Property Operators;;;;;;,,,
;;;L671200;Non-Residential Property Operators;;;;;;,,,
;;L672;Real Estate Services;;;;;;;,,,
;;;L672000;Real Estate Services;;;;;;,,,
M;Professional, Scientific and Technical Services;;;;;;;;;,,
;M69;Professional, Scientific and Technical Services (except Computer Systems Design and Related Services);;;;;;;;,,
;;M691;Scientific Research Services;;;;;;;,,,
;;;M691000;Scientific Research Services;;;;;;,,,
;;M692;Architectural, Engineering and Technical Services;;;;;;;,,
;;;M692100;Architectural Services;;;;;;,,,
;;;M692110;Architecture Commercial;;;;;;,,,
;;;M692120;Architecture Residential;;;;;;,,,
;;;M692130;Architecture - Schools MOE ;;;;;;,,,
;;;M692140;Architecture - Schools - Non MOE ;;;;;;,,,
;;;M692150;Building Services Engineering ;;;;;;,,,
;;;M692160;Inspection Reports ;;;;;;,,,
;;;M692170;Quantity Surveying ;;;;;;,,,
;;;M692180;Structural Engineering ;;;;;;,,,
;;;M692190;Town Planning ;;;;;;,,,
;;;M692200;Surveying and Mapping Services;;;;;;,,,
;;;M692210;Valuations ;;;;;;,,,
;;;M692220;Fire and General ;;;;;;,,,
;;;M692230;Interior Design;;;;;;,,,
;;;M692240;Urban Design ;;;;;;,,,
;;;M692250;Landscape Architecture / Design ;;;;;;,,,
;;;M692260;Heritage Building Conservation ;;;;;;,,,
;;;M692270;Expert Witness ;;;;;;,,,
;;;M692280;Canterbury Earthquake Rebuild Work;;;;;;,,,
;;;M692290;Redesign of a buildings that have Aluminium Composite Panels;;;;;;,,,
;;;M692295;Other Work not listed above ;;;;;;,,,
;;;M692300;Engineering Design and Engineering Consulting Services;;;;;;,,,
;;;M692400;Other Specialised Design Services;;;;;;,,,
;;;M692500;Scientific Testing and Analysis Services;;;;;;,,,
;;M693;Legal and Accounting Services;;;;;;;,,,
;;;M693100;Legal Services;;;;;;,,,
;;;M693200;Accounting Services;;;;;;,,,
;;M694;Advertising Services;;;;;;;,,,
;;;M694000;Advertising Services;;;;;;,,,
;;M695;Market Research and Statistical Services;;;;;;;,,,
;;;M695000;Market Research and Statistical Services;;;;;;,,,
;;M696;Management and Other Consulting Services;;;;;;;,,,
;;;M696100;Corporate Head Office Management Services;;;;;;,,,
;;;M696200;Management Advice and Other Consulting Services;;;;;;,,,
;;;M696210;Business Development & Strategic Planning;;;;;;,,,
;;;M696220;Contruction;;;;;;,,,
;;;M696230;Design Management;;;;;;,,,
;;;M696240;Financial and Accounting Systems Analysis;;;;;;,,,
;;;M696250;Information Technology;;;;;;,,,
;;;M696260;Manufacturing & Operational Processes;;;;;;,,,
;;;M696270;Project Management Teaching and Coaching;;;;;;,,,
;;;M696300;Resource Consent and Implementation Management;;;;;;,,,
;;;M696400;Telecomunication Management;;;;;;,,,
;;;M696500;Other Project Management Activities;;;;;;,,,
;;;M696600;Non Project Management Activities;;;;;;,,,
;;M697;Veterinary Services;;;;;;;,,,
;;;M697000;Veterinary Services;;;;;;,,,
;;M699;Other Professional, Scientific and Technical Services;;;;;;;,,
;;;M699100;Professional Photographic Services;;;;;;,,,
;;;M699900;Other Professional, Scientific and Technical Services n.e.c.;;;;;;,,
;M70;Computer Systems Design and Related Services;;;;;;;;,,,
;;M700;Computer Systems Design and Related Services;;;;;;;,,,
;;;M700000;Computer Systems Design and Related Services;;;;;;,,,
N;Administrative and Support Services;;;;;;;;;,,,
;N72;Administrative Services;;;;;;;;,,,
;;N721;Employment Services;;;;;;;,,,
;;;N721100;Employment Placement and Recruitment Services;;;;;;,,,
;;;N721200;Labour Supply Services;;;;;;,,,
;;N722;Travel Agency Services;;;;;;;,,,
;;;N722000;Travel Agency and Tour Arrangement Services;;;;;;,,,
;;N729;Other Administrative Services;;;;;;;,,,
;;;N729100;Office Administrative Services;;;;;;,,,
;;;N729200;Document Preparation Services;;;;;;,,,
;;;N729300;Credit Reporting and Debt Collection Services;;;;;;,,,
;;;N729400;Call Centre Operation;;;;;;,,,
;;;N729900;Other Administrative Services n.e.c.;;;;;;,,,
;N73;Building Cleaning, Pest Control and Other Support Services;;;;;;;;,,
;;N731;Building Cleaning, Pest Control and Gardening Services;;;;;;;,,
;;;N731100;Buildings Cleaning Services;;;;;;,,,
;;;N731200;Buildings Pest Control Services;;;;;;,,,
;;;N731300;Gardening Services;;;;;;,,,
;;N732;Packaging and Labelling Services;;;;;;;,,,
;;;N732000;Packaging Services;;;;;;,,,
O;Public Administration and Safety;;;;;;;;;,,,
;O75;Public Administration;;;;;;;;,,,
;;O751;Central Government Administration;;;;;;;,,,
;;;O751000;Central Government Administration;;;;;;,,,
;;O752;State Government Administration;;;;;;;,,,
;;;O752000;State Government Administration;;;;;;,,,
;;O753;Local Government Administration;;;;;;;,,,
;;;O753000;Local Government Administration;;;;;;,,,
;;O754;Justice;;;;;;;,,,
;;;O754000;Justice;;;;;;,,,
;;O755;Government Representation;;;;;;;,,,
;;;O755100;Domestic Government Representation;;;;;;,,,
;;;O755200;Foreign Government Representation;;;;;;,,,
;O76;Defence;;;;;;;;,,,
;;O760;Defence;;;;;;;,,,
;;;O760000;Defence;;;;;;,,,
;O77;Public Order, Safety and Regulatory Services;;;;;;;;,,
;;O771;Public Order and Safety Services;;;;;;;,,,
;;;O771100;Police Services;;;;;;,,,
;;;O771200;Investigation and Security Services;;;;;;,,,
;;;O771300;Fire Protection and Other Emergency Services (except Ambulance Services);;;;;;,,,
;;;O771400;Correctional and Detention Services;;;;;;,,,
;;;O771900;Other Public Order and Safety Services;;;;;;,,,
;;O772;Regulatory Services;;;;;;;,,,
;;;O772000;Regulatory Services;;;;;;,,,
P;Education and Training;;;;;;;;;,,,
;P80;Preschool and School Education;;;;;;;;,,,
;;P801;Preschool Education;;;;;;;,,,
;;;P801000;Preschool Education;;;;;;,,,
;;P802;School Education;;;;;;;,,,
;;;P802100;Primary Education;;;;;;,,,
;;;P802200;Secondary Education;;;;;;,,,
;;;P802300;Combined Primary and Secondary Education;;;;;;,,,
;;;P802400;Special School Education;;;;;;,,,
;P81;Tertiary Education;;;;;;;;,,,
;;P810;Tertiary Education;;;;;;;,,,
;;;P810100;Technical and Vocational Education and Training;;;;;;,,,
;;;P810200;Higher Education;;;;;;,,,
;P82;Adult, Community and Other Education;;;;;;;;,,
;;P821;Adult, Community and Other Education;;;;;;;,,
;;;P821100;Sports and Physical Recreation Instruction;;;;;;,,,
;;;P821200;Arts Education;;;;;;,,,
;;;P821900;Adult, Community and Other Education n.e.c.;;;;;;,,
;;P822;Educational Support Services;;;;;;;,,,
;;;P822000;Educational Support Services;;;;;;,,,
Q;Health Care and Social Assistance;;;;;;;;;,,,
;Q84;Hospitals;;;;;;;;,,,
;;Q840;Hospitals;;;;;;;,,,
;;;Q840100;Hospitals (except Psychiatric Hospitals);;;;;;,,,
;;;Q840200;Psychiatric Hospitals;;;;;;,,,
;Q85;Medical and Other Health Care Services;;;;;;;;,,,
;;Q851;Medical Services;;;;;;;,,,
;;;Q851100;General Practice Medical Services;;;;;;,,,
;;;Q851200;Specialist Medical Services;;;;;;,,,
;;Q852;Pathology and Diagnostic Imaging Services;;;;;;;,,,
;;;Q852000;Pathology and Diagnostic Imaging Services;;;;;;,,,
;;Q853;Allied Health Services;;;;;;;,,,
;;;Q853100;Dental Services;;;;;;,,,
;;;Q853200;Optometry and Optical Dispensing;;;;;;,,,
;;;Q853300;Physiotherapy Services;;;;;;,,,
;;;Q853400;Chiropractic and Osteopathic Services;;;;;;,,,
;;;Q853900;Other Allied Health Services;;;;;;,,,
;;Q859;Other Health Care Services;;;;;;;,,,
;;;Q859100;Ambulance Services;;;;;;,,,
;;;Q859900;Other Health Care Services n.e.c.;;;;;;,,,
;Q86;Residential Care Services;;;;;;;;,,,
;;Q860;Residential Care Services;;;;;;;,,,
;;;Q860100;Aged Care Residential Services;;;;;;,,,
;;;Q860900;Other Residential Care Services;;;;;;,,,
;Q87;Social Assistance Services;;;;;;;;,,,
;;Q871;Child Care Services;;;;;;;,,,
;;;Q871000;Child Care Services;;;;;;,,,
;;Q879;Other Social Assistance Services;;;;;;;,,,
;;;Q879000;Other Social Assistance Services;;;;;;,,,
R;Arts and Recreation Services;;;;;;;;;,,,
;R89;Heritage Activities;;;;;;;;,,,
;;R891;Museum Operation;;;;;;;,,,
;;;R891000;Museum Operation;;;;;;,,,
;;R892;Parks and Gardens Operations;;;;;;;,,,
;;;R892100;Zoological and Botanic Gardens Operation;;;;;;,,,
;;;R892200;Nature Reserves and Conservation Parks Operation;;;;;;,,,
;R90;Artistic Activities;;;;;;;;,,,
;;R900;Creative and Performing Arts Activities;;;;;;;,,,
;;;R900100;Performing Arts Operation;;;;;;,,,
;;;R900200;Creative Artists, Musicians, Writers and Performers;;;;;;,
;;;R900300;Performing Arts Venue Operation;;;;;;,,,
;R91;Sport and Recreation Activities;;;;;;;;,,,
;;R911;Sport and Physical Recreation Activities;;;;;;;,,,
;;;R911100;Health and Fitness Centres and Gymnasia Operation;;;;;;,,,
;;;R911200;Sport and Physical Recreation Clubs and Sports Professionals;;;;;;,,,
;;;R911300;Sports and Physical Recreation Venues, Grounds and Facilities Operation;;;;;;,,
;;;R911400;Sport and Physical Recreation Administrative Service;;;;;;,,,
;;R912;Horse and Dog Racing Activities;;;;;;;,,,
;;;R912100;Horse and Dog Racing Administration and Track Operation;;;;;;,,,
;;;R912900;Other Horse and Dog Racing Activities;;;;;;,,,
;;R913;Amusement and Other Recreation Activities;;;;;;;,,,
;;;R913100;Amusement Parks and Centres Operation;;;;;;,,,
;;;R913900;Amusement and Other Recreation Activities n.e.c.;;;;;;,,,
;R92;Gambling Activities;;;;;;;;,,,
;;R920;Gambling Activities;;;;;;;,,,
;;;R920100;Casino Operation;;;;;;,,,
;;;R920200;Lottery Operation;;;;;;,,,
;;;R920900;Other Gambling Activities;;;;;;,,,
S;Other Services;;;;;;;;;,,,
;S94;Repair and Maintenance;;;;;;;;,,,
;;S941;Automotive Repair and Maintenance;;;;;;;,,,
;;;S941100;Automotive Electrical Services;;;;;;,,,
;;;S941200;Automotive Body, Paint and Interior Repair;;;;;;,,
;;;S941900;Other Automotive Repair and Maintenance;;;;;;,,,
;;S942;Machinery and Equipment Repair and Maintenance;;;;;;;,,,
;;;S942100;Domestic Appliance Repair and Maintenance;;;;;;,,,
;;;S942200;Electronic (except Domestic Appliance) and Precision Equipment Repair and Maintenance;;;;;;,,,
;;;S942900;Other Machinery and Equipment Repair and Maintenance;;;;;;,,,
;;S949;Other Repair and Maintenance;;;;;;;,,,
;;;S949100;Clothing and Footwear Repair;;;;;;,,,
;;;S949900;Other Repair and Maintenance n.e.c.;;;;;;,,,
;S95;Personal and Other Services;;;;;;;;,,,
;;S951;Personal Care Services;;;;;;;,,,
;;;S951100;Hairdressing and Beauty Services;;;;;;,,,
;;;S951200;Diet and Weight Reduction Centre Operation;;;;;;,,,
;;S952;Funeral, Crematorium and Cemetery Services;;;;;;;,,
;;;S952000;Funeral, Crematorium and Cemetery Services;;;;;;,,
;;S953;Other Personal Services;;;;;;;,,,
;;;S953100;Laundry and Dry-Cleaning Services;;;;;;,,,
;;;S953200;Photographic Film Processing;;;;;;,,,
;;;S953300;Parking Services;;;;;;,,,
;;;S953400;Brothel Keeping and Prostitution Services;;;;;;,,,
;;;S953900;Other Personal Services n.e.c.;;;;;;,,,
;;S954;Religious Services;;;;;;;,,,
;;;S954000;Religious Services;;;;;;,,,
;;S955;Civic, Professional and Other Interest Group Services;;;;;;;,,
;;;S955100;Business and Professional Association Services;;;;;;,,,
;;;S955200;Labour Association Services;;;;;;,,,
;;;S955900;Other Interest Group Services n.e.c.;;;;;;,,,
;S96;Private Households Employing Staff;;;;;;;;,,,
;;S960;Private Households Employing Staff;;;;;;;,,,
;;;S960100;Private Households Employing Staff;;;;;;,,,
;;;S960200;Undifferentiated Goods-Producing Activities of Private Households for Own Use;;;;;;,,,
;;;S960300;Undifferentiated Service-Producing Activities of Private Households for Own Use;;;;;;,,,
T;Not Elsewhere Included;;;;;;;;;,,,
;T99;Not Elsewhere Included;;;;;;;;,,,
;;T994;Don't Know;;;;;;;,,,
;;;T994000;Don't Know;;;;;;,,,
;;T995;Refused to Answer;;;;;;;,,,
;;;T995000;Refused to Answer;;;;;;,,,
;;T997;Response Unidentifiable;;;;;;;,,,
;;;T997000;Response Unidentifiable;;;;;;,,,
;;T998;Response Outside Scope;;;;;;;,,,
;;;T998000;Response Outside Scope;;;;;;,,,
;;T999;Not Stated;;;;;;;,,,
;;;T999999;Not Stated;;;;;;,,,
